company_id,position_role_type,position_id,date,spend,count_started,count_submitted,count_approved,count_reviewed,count_expired,count_withdrawn,count_deactivated,count_position_closed,count_invited_to_interview,count_hired
23322,SKILLED_TRADE,382055640,2022-08-28 00:00:00,0,,1,,,2,,,,,
23322,SKILLED_TRADE,382055640,2022-08-29 00:00:00,,,,,,3,,,,,
23322,SKILLED_TRADE,382055640,2022-08-30 00:00:00,,,,,,2,,,,,
23322,SKILLED_TRADE,382055640,2022-08-31 00:00:00,,,,,,2,,,,,
23322,SKILLED_TRADE,382055640,2022-09-01 00:00:00,,,,,,,,,1,,
23322,WAREHOUSE,206087136,2022-08-18 00:00:00,0.0408252907,2,,,,,,,,,
23322,WAREHOUSE,206087136,2022-08-19 00:00:00,0.0241340182,7,5,5,,,,,,,
23322,WAREHOUSE,206087136,2022-08-20 00:00:00,0.027135519,2,1,1,,,,,,,
23322,WAREHOUSE,206087136,2022-08-21 00:00:00,0.0064300443,5,4,4,,,,,,,
23322,WAREHOUSE,206087136,2022-08-25 00:00:00,,,,,,,,,10,,
23322,WAREHOUSE,4236683450,2022-08-19 00:00:00,0.023792384,3,1,1,,,,,,,
23322,WAREHOUSE,4236683450,2022-08-21 00:00:00,0.0043680377,1,1,1,,,,,,,
23322,WAREHOUSE,4236683450,2022-08-22 00:00:00,0.0050879098,1,1,1,2,,,,,,
23322,WAREHOUSE,4236683450,2022-08-24 00:00:00,0.0125184543,1,1,1,2,,,,,,
23322,WAREHOUSE,3106604558,2022-08-25 00:00:00,0.1273441599,3,1,1,,,,,,,
23322,WAREHOUSE,3106604558,2022-08-26 00:00:00,0.0245244574,7,4,3,,,,,,,
23322,WAREHOUSE,3106604558,2022-08-27 00:00:00,0.0238289877,9,3,3,6,,,,,,
23322,WAREHOUSE,3106604558,2022-08-28 00:00:00,0.0260618114,5,2,2,,,,,,,
23322,WAREHOUSE,3106604558,2022-08-29 00:00:00,0.022145219,11,5,5,1,,,,,,
23322,WAREHOUSE,3106604558,2022-08-30 00:00:00,0.001756976,3,1,1,,,,,,,
23322,WAREHOUSE,3106604558,2022-08-31 00:00:00,0.0205834625,4,3,3,5,,,,,3,
23322,WAREHOUSE,3106604558,2022-09-01 00:00:00,,,1,1,,,,,,,
23322,WAREHOUSE,3106604558,2022-09-07 00:00:00,,,,,,,,,7,,
23322,WAREHOUSE,3106604558,2022-09-16 00:00:00,,,1,,,,,,,,
23322,WAREHOUSE,6601450206,2022-08-25 00:00:00,0.0142266255,12,10,3,1,,,,,,
23322,WAREHOUSE,6601450206,2022-08-26 00:00:00,0.0536243732,12,7,6,,,,,,,
23322,WAREHOUSE,6601450206,2022-08-27 00:00:00,0.0017203724,,,,1,,,,,,
23322,WAREHOUSE,6601450206,2022-08-28 00:00:00,0.0264278481,2,,,,,,,,,
23322,WAREHOUSE,6601450206,2022-08-29 00:00:00,0.0015251528,1,1,1,,,,,,,
23322,WAREHOUSE,6601450206,2022-08-31 00:00:00,0.0200710111,4,4,3,4,,,,,,
23322,WAREHOUSE,6601450206,2022-09-05 00:00:00,,,,,,2,,,,,
23322,WAREHOUSE,6601450206,2022-09-06 00:00:00,,,,,,1,,,,,
23322,WAREHOUSE,6601450206,2022-09-08 00:00:00,,,,,,1,,,,,
23322,WAREHOUSE,6601450206,2022-09-11 00:00:00,,,,,,3,,,,,
23322,WAREHOUSE,568487723,2022-08-25 00:00:00,0,4,3,3,,,,,1,,
23322,WAREHOUSE,568487723,2022-08-27 00:00:00,0,3,3,2,,,,,,,
23322,WAREHOUSE,568487723,2022-08-28 00:00:00,0,2,2,1,,,,,,,
23322,WAREHOUSE,568487723,2022-08-29 00:00:00,0,1,,,,,,,5,,
23322,WAREHOUSE,568487723,2022-08-31 00:00:00,0,2,2,2,,,,,,,
23322,WAREHOUSE,568487723,2022-09-02 00:00:00,,,,,,,,,2,,
23322,WAREHOUSE,8295665889,2022-08-24 00:00:00,0.0119327957,6,6,,,,,,,,
23322,WAREHOUSE,8295665889,2022-08-25 00:00:00,0.0636171744,13,9,2,,,,,,,
23322,WAREHOUSE,8295665889,2022-08-26 00:00:00,0.027355141,8,6,6,,,,,,,
23322,WAREHOUSE,8295665889,2022-08-29 00:00:00,,1,1,1,,,,,,,
23322,WAREHOUSE,8295665889,2022-09-05 00:00:00,,,,,,2,,,,,
23322,WAREHOUSE,8295665889,2022-09-06 00:00:00,,,,,,6,,,,,
23322,WAREHOUSE,8295665889,2022-09-08 00:00:00,,,,,,1,,,,,
23322,WAREHOUSE,632285201,2022-08-24 00:00:00,0.0364816555,9,7,7,,,,,,,
23322,WAREHOUSE,632285201,2022-08-25 00:00:00,0.0085652582,7,5,4,,,,,,,
23322,WAREHOUSE,632285201,2022-08-26 00:00:00,0,2,1,1,,,,,,,
23322,WAREHOUSE,632285201,2022-08-29 00:00:00,,2,2,2,,,,,,,
23322,WAREHOUSE,632285201,2022-08-30 00:00:00,,1,1,1,,,,,,,
23322,WAREHOUSE,632285201,2022-09-04 00:00:00,,,,,,9,,,,,
23322,WAREHOUSE,632285201,2022-09-05 00:00:00,,,,,,2,,,,,
23322,WAREHOUSE,632285201,2022-09-06 00:00:00,,,,,,1,,,,,
23322,WAREHOUSE,632285201,2022-09-08 00:00:00,,,,,,1,,,,,
23322,WAREHOUSE,632285201,2022-09-09 00:00:00,,,,,,2,,,,,
23322,WAREHOUSE,5447916012,2022-08-25 00:00:00,0.0540392147,8,5,5,,,,,,,
23322,WAREHOUSE,5447916012,2022-08-26 00:00:00,0.0157517783,2,1,1,,,,,,,
23322,WAREHOUSE,5447916012,2022-09-04 00:00:00,,,,,,1,,,,,
23322,WAREHOUSE,5447916012,2022-09-05 00:00:00,,,,,,4,,,,,
23322,WAREHOUSE,5447916012,2022-09-06 00:00:00,,,,,,1,,,,,
23322,SKILLED_TRADE,5487606046,2022-08-25 00:00:00,0.0119816006,3,3,3,,,,,,,
23322,SKILLED_TRADE,5487606046,2022-08-29 00:00:00,0.014800083,3,3,3,,,,,,,
23322,SKILLED_TRADE,5487606046,2022-08-30 00:00:00,0.0013665369,,,,6,,,,,1,
23322,WAREHOUSE,418432520,2022-08-27 00:00:00,0.0047950805,1,,,,,,,,,
23322,WAREHOUSE,418432520,2022-08-28 00:00:00,0.0061982211,1,,,,,,,,,
23322,WAREHOUSE,418432520,2022-08-29 00:00:00,0.0055271538,,1,,,,,,,,
23322,WAREHOUSE,418432520,2022-08-30 00:00:00,0.0000610061,3,3,1,,,,,,,
23322,WAREHOUSE,418432520,2022-08-31 00:00:00,0.0016837687,2,1,1,2,,,,,2,
23322,SKILLED_TRADE,226357644,2022-08-26 00:00:00,0.0280506107,4,4,3,,,,,,,
23322,SKILLED_TRADE,226357644,2022-08-27 00:00:00,0.0225722617,1,1,,,,,,,,
23322,SKILLED_TRADE,226357644,2022-08-28 00:00:00,0.0329188985,1,,,,,,,,,
23322,SKILLED_TRADE,226357644,2022-08-29 00:00:00,0.017435547,2,,,,,,,,,
23322,SKILLED_TRADE,226357644,2022-08-30 00:00:00,0.0473895484,2,,,,,,,,,
23322,SKILLED_TRADE,226357644,2022-08-31 00:00:00,0.033223929,3,2,2,,,,,,,
23322,SKILLED_TRADE,226357644,2022-09-05 00:00:00,,,,,,1,,,,,
23322,SKILLED_TRADE,226357644,2022-09-06 00:00:00,,,,,,2,,,,,
23322,SKILLED_TRADE,226357644,2022-09-11 00:00:00,,,,,,2,,,,,
23322,WAREHOUSE,4989421769,2022-08-25 00:00:00,0.0096145634,1,,,,,,,,,
23322,WAREHOUSE,4989421769,2022-08-26 00:00:00,0.1159848217,15,8,7,,,,,,,
23322,WAREHOUSE,4989421769,2022-08-27 00:00:00,0.0092973316,4,3,2,,,,,,,
23322,WAREHOUSE,4989421769,2022-08-31 00:00:00,0,1,,,,,,,,,
23322,WAREHOUSE,4989421769,2022-09-05 00:00:00,,,,,,3,,,,,
23322,WAREHOUSE,4989421769,2022-09-06 00:00:00,,,,,,6,,,,,
23322,SKILLED_TRADE,2178515031,2022-08-26 00:00:00,0.0011469149,1,1,1,1,,,,,,
23322,SKILLED_TRADE,2178515031,2022-08-29 00:00:00,0.0016715675,3,3,3,,,,,,,
23322,SKILLED_TRADE,2178515031,2022-08-30 00:00:00,0.0067838797,,,,3,,,,,,
23322,SKILLED_TRADE,6246007491,2022-08-26 00:00:00,0.0030991105,2,1,1,,,,,,,
23322,SKILLED_TRADE,6246007491,2022-08-27 00:00:00,0.0091997218,2,2,2,,,,,,,
23322,SKILLED_TRADE,6246007491,2022-08-29 00:00:00,0,,,,3,,,,,3,
23322,SKILLED_TRADE,208952321,2022-08-26 00:00:00,0.0437901878,2,1,1,,,,,1,,
23322,SKILLED_TRADE,608693068,2022-08-26 00:00:00,0.0244634512,1,,,,,,,,,
23322,SKILLED_TRADE,608693068,2022-08-27 00:00:00,0.0089190937,1,,,,,,,,,
23322,SKILLED_TRADE,608693068,2022-08-28 00:00:00,0.098512671,4,2,2,,,,,,,
23322,SKILLED_TRADE,608693068,2022-08-29 00:00:00,0.024231628,1,1,1,,,,,,,
23322,SKILLED_TRADE,608693068,2022-08-30 00:00:00,0.0138849913,1,,,,,,,,,
23322,SKILLED_TRADE,608693068,2022-09-08 00:00:00,,,,,,3,,,,,
23322,WAREHOUSE,182737315,2022-08-27 00:00:00,0.0054417453,1,1,1,,,,,,,
23322,WAREHOUSE,182737315,2022-08-29 00:00:00,0.010468649,4,1,,1,,,,,1,
23322,WAREHOUSE,182737315,2022-08-30 00:00:00,0.0010493051,2,2,1,1,,,,,1,
23322,WAREHOUSE,182737315,2022-08-31 00:00:00,0.0195951634,1,1,,,,,,,,
23322,WAREHOUSE,314806464,2022-08-26 00:00:00,0.0053685379,1,1,1,,,,,,,
23322,WAREHOUSE,314806464,2022-08-27 00:00:00,0.0036359643,2,2,2,,,,,,,
23322,WAREHOUSE,314806464,2022-08-29 00:00:00,0,,,,2,,,,,2,
23322,WAREHOUSE,314806464,2022-08-31 00:00:00,0.0023060311,,,,1,,,,,1,
23322,SKILLED_TRADE,7451565164,2022-08-26 00:00:00,0,1,1,1,,,,,,,
23322,SKILLED_TRADE,7451565164,2022-08-29 00:00:00,0.0018667871,2,1,1,,,,,,,
23322,SKILLED_TRADE,7451565164,2022-08-30 00:00:00,0.0023060311,1,1,1,,,,,,,
23322,SKILLED_TRADE,7451565164,2022-09-03 00:00:00,,,,,3,,,,,,
23322,WAREHOUSE,3141353855,2022-08-27 00:00:00,0.0045144523,2,1,,,,,,,,
23322,WAREHOUSE,3141353855,2022-08-29 00:00:00,0.001537354,2,1,,,,,,,,
23322,WAREHOUSE,3141353855,2022-08-30 00:00:00,0,2,1,,,,,,,,
23322,WAREHOUSE,3141353855,2022-08-31 00:00:00,0,1,,,,,,,,,
23322,WAREHOUSE,3141353855,2022-09-01 00:00:00,,,1,1,,,,,,,
23322,WAREHOUSE,3141353855,2022-09-03 00:00:00,,,1,1,,,,,,,
23322,WAREHOUSE,3141353855,2022-09-12 00:00:00,,,,,,1,,,,,
23322,WAREHOUSE,3141353855,2022-09-14 00:00:00,,,,,,1,,,,,
23322,WAREHOUSE,884122495,2022-08-26 00:00:00,0.0194243463,1,1,,,,,,,,
23322,WAREHOUSE,884122495,2022-08-28 00:00:00,0.0154223453,4,3,1,,,,,,,
23322,WAREHOUSE,884122495,2022-08-29 00:00:00,0.0088946912,2,3,2,,,,,,,
23322,WAREHOUSE,884122495,2022-08-30 00:00:00,0.013213924,6,4,2,,,,,,,
23322,WAREHOUSE,884122495,2022-08-31 00:00:00,0.0086872705,3,1,1,,,,,,,
23322,WAREHOUSE,884122495,2022-09-03 00:00:00,,,,,6,,,,,1,
23322,WAREHOUSE,884122495,2022-09-16 00:00:00,,,1,,,,,,,,
23322,WAREHOUSE,181483468,2022-08-26 00:00:00,0.0012323235,1,1,1,,,,,,,
23322,WAREHOUSE,181483468,2022-08-27 00:00:00,0.0064056418,2,2,1,,,,,,,
23322,WAREHOUSE,181483468,2022-08-29 00:00:00,0.0028428849,3,2,1,,,,,,,
23322,WAREHOUSE,181483468,2022-08-30 00:00:00,0.0139948023,3,3,3,,,,,,,
23322,WAREHOUSE,181483468,2022-08-31 00:00:00,0.0033797386,1,1,1,6,,,,,6,
23322,WAREHOUSE,181483468,2022-09-01 00:00:00,,,1,1,1,,,,,1,
23322,WAREHOUSE,181483468,2022-09-12 00:00:00,,,,,,1,,,,,
23322,WAREHOUSE,107630388,2022-08-26 00:00:00,0.0555643675,1,1,1,,,,,,,
23322,WAREHOUSE,107630388,2022-08-27 00:00:00,0.0093949414,4,2,2,,,,,,,
23322,WAREHOUSE,107630388,2022-08-28 00:00:00,0.0296489708,2,3,2,,,,,,,
23322,WAREHOUSE,107630388,2022-08-29 00:00:00,0.0335411608,2,2,2,,,,,,,
23322,WAREHOUSE,107630388,2022-08-30 00:00:00,0.0120304054,1,,,,,,,,,
23322,WAREHOUSE,107630388,2022-08-31 00:00:00,0.0005978599,1,1,1,,,,,,,
23322,WAREHOUSE,107630388,2022-09-06 00:00:00,,,,,,2,,,,,
23322,WAREHOUSE,107630388,2022-09-07 00:00:00,,,,,,3,,,,,
23322,WAREHOUSE,107630388,2022-09-08 00:00:00,,,,,,2,,,,,
23322,WAREHOUSE,107630388,2022-09-10 00:00:00,,,,,,1,,,,,
23322,SKILLED_TRADE,4109237190,2022-08-27 00:00:00,0.0009638966,2,1,1,,,,,,,
23322,SKILLED_TRADE,4109237190,2022-08-28 00:00:00,0.0000366037,,1,1,,,,,,,
23322,SKILLED_TRADE,4109237190,2022-08-29 00:00:00,0.004441245,1,1,1,,,,,,,
23322,SKILLED_TRADE,4109237190,2022-08-31 00:00:00,0.0029648971,1,1,1,,,,,,,
23322,SKILLED_TRADE,4109237190,2022-09-07 00:00:00,,,,,,2,,,,,
23322,SKILLED_TRADE,4109237190,2022-09-09 00:00:00,,,,,,1,,,,,
23322,SKILLED_TRADE,4109237190,2022-09-10 00:00:00,,,,,,1,,,,,
23322,WAREHOUSE,455131695,2022-08-31 00:00:00,0.0072719286,2,2,2,,,,,,,
23322,WAREHOUSE,455131695,2022-09-11 00:00:00,,,,,,2,,,,,
23322,WAREHOUSE,6086789649,2022-08-31 00:00:00,0.0088458864,2,,,,,,,,,
23322,,138567765,2022-08-31 00:00:00,0.0136165644,2,1,,,,,,,,
23322,WAREHOUSE,227439358,2022-08-31 00:00:00,0.0108224844,11,9,8,,,,,,,
23322,WAREHOUSE,227439358,2022-09-11 00:00:00,,,,,,8,,,,,
23322,WAREHOUSE,656961647,2022-08-31 00:00:00,0.000549055,7,6,6,,,,,,,
23322,WAREHOUSE,656961647,2022-09-11 00:00:00,,,,,,6,,,,,
23322,SKILLED_TRADE,7966872782,2022-08-31 00:00:00,0.0396295709,2,1,1,,,,,,,
23322,SKILLED_TRADE,7966872782,2022-09-11 00:00:00,,,,,,1,,,,,
23322,WAREHOUSE,476332604,2022-08-31 00:00:00,0.0479874083,7,7,7,,,,,,,
23322,WAREHOUSE,476332604,2022-09-11 00:00:00,,,,,,7,,,,,
23322,WAREHOUSE,261177844,2022-08-31 00:00:00,0.0699374077,2,2,1,,,,,,,
23322,WAREHOUSE,261177844,2022-09-11 00:00:00,,,,,,1,,,,,
23322,WAREHOUSE,615994135,2022-08-31 00:00:00,0.0638367964,7,6,3,,,,,,,
23322,WAREHOUSE,615994135,2022-09-11 00:00:00,,,,,,3,,,,,
23322,WAREHOUSE,3304212788,2022-08-31 00:00:00,0.0507814883,1,1,1,,,,,,,
23322,WAREHOUSE,3304212788,2022-09-11 00:00:00,,,,,,1,,,,,
17126,PRODUCTION,7795159105,2022-08-02 00:00:00,0.0020010005,1,,,,,,,,,
17126,PRODUCTION,7795159105,2022-08-03 00:00:00,0.007235325,1,1,1,,,,,,,
17126,PRODUCTION,7795159105,2022-08-04 00:00:00,0.0043680377,1,,,1,,,,,1,
17126,PRODUCTION,7795159105,2022-08-05 00:00:00,0.0026354641,1,1,1,,,,,,,
17126,PRODUCTION,7795159105,2022-08-06 00:00:00,0.0017813785,1,,,,,,,,,
17126,PRODUCTION,7795159105,2022-08-07 00:00:00,0.0044046413,3,2,1,,,,,,,
17126,PRODUCTION,7795159105,2022-08-08 00:00:00,0,1,1,1,,,,,,,
17126,PRODUCTION,7795159105,2022-08-09 00:00:00,0.0021840188,1,1,1,,,,,,,
17126,PRODUCTION,7795159105,2022-08-10 00:00:00,0.0092607279,,,,4,,,,,4,
17126,PRODUCTION,7795159105,2022-08-12 00:00:00,0.0084798497,1,,,,,,,,,
17126,PRODUCTION,7795159105,2022-08-13 00:00:00,0.0132627289,4,3,3,,,,,,,
17126,PRODUCTION,7795159105,2022-08-15 00:00:00,0.0191681206,,,,3,,,,,3,
17126,PRODUCTION,7795159105,2022-08-16 00:00:00,0.0198269867,3,1,,,,,,,,
17126,PRODUCTION,7795159105,2022-08-17 00:00:00,0.0136165644,1,1,1,,,,,,,
17126,PRODUCTION,7795159105,2022-08-18 00:00:00,0.0116155639,,,,1,,,,,1,
17126,PRODUCTION,7795159105,2022-08-19 00:00:00,0.0129332959,3,,,,,,,,,
17126,PRODUCTION,7795159105,2022-08-20 00:00:00,0.0090411059,1,1,,,,,,,,
17126,PRODUCTION,7795159105,2022-08-21 00:00:00,0.0052343245,2,2,2,,,,,,,
17126,PRODUCTION,7795159105,2022-08-22 00:00:00,0.0091631181,,,,2,,,,,2,
17126,PRODUCTION,7795159105,2022-08-23 00:00:00,0.0134701497,3,2,1,,,,,,,
17126,PRODUCTION,7795159105,2022-08-24 00:00:00,0.0167156749,2,1,1,2,,,,,2,
17126,PRODUCTION,7795159105,2022-08-26 00:00:00,0.0113959419,1,,,,,,,,,
17126,PRODUCTION,7795159105,2022-08-27 00:00:00,0.027464952,1,1,1,,,,,,,
17126,PRODUCTION,7795159105,2022-08-28 00:00:00,0.022804085,1,1,1,,,,,,,
17126,PRODUCTION,7795159105,2022-08-29 00:00:00,0.0268548909,,,,2,,,,,2,
17126,PRODUCTION,7795159105,2022-08-30 00:00:00,0.010688271,3,2,1,1,,,,,1,
17126,PRODUCTION,7795159105,2022-08-31 00:00:00,0.0000122012,1,1,1,,,,,,,
17126,PRODUCTION,7795159105,2022-09-01 00:00:00,,,,,1,,,,,1,
41679,SKILLED_TRADE,8464142831,2022-08-02 00:00:00,0.0151051135,4,1,1,1,,,,,1,
41679,SKILLED_TRADE,8464142831,2022-08-03 00:00:00,0.0264278481,1,,,,,,,,,
41679,SKILLED_TRADE,8464142831,2022-08-04 00:00:00,0.0147512781,1,,,,,,,,,
41679,SKILLED_TRADE,8464142831,2022-08-05 00:00:00,0.0494881587,3,,,,,,,,,
41679,SKILLED_TRADE,8464142831,2022-08-07 00:00:00,0.0143242353,3,1,,,,,,,,
41679,SKILLED_TRADE,8464142831,2022-08-08 00:00:00,0.0247196769,5,3,2,2,,,,,2,
41679,SKILLED_TRADE,8464142831,2022-08-09 00:00:00,0.005429544,3,2,1,1,,,,,1,
41679,SKILLED_TRADE,8464142831,2022-08-10 00:00:00,0.0491587257,1,1,1,1,,,,,1,
41679,SKILLED_TRADE,8464142831,2022-08-11 00:00:00,0.0367744848,5,2,2,2,,,,,2,
41679,SKILLED_TRADE,8464142831,2022-08-12 00:00:00,0.0097243744,2,3,3,3,,,,,3,
41679,SKILLED_TRADE,8464142831,2022-08-14 00:00:00,0.0083456362,1,,,,,,,,,
41679,SKILLED_TRADE,8464142831,2022-08-15 00:00:00,0.012225625,4,1,,,,,,,,
41679,SKILLED_TRADE,8464142831,2022-08-16 00:00:00,0.0083822399,1,,,,,,,,,
41679,SKILLED_TRADE,8464142831,2022-08-17 00:00:00,0.0171183153,4,1,,,,,,,,
41679,SKILLED_TRADE,8464142831,2022-08-18 00:00:00,0.0467306824,3,2,1,,,,,,,
41679,SKILLED_TRADE,8464142831,2022-08-19 00:00:00,0.031796386,2,,,1,,,,,1,
41679,SKILLED_TRADE,8464142831,2022-08-20 00:00:00,0.0335289596,8,1,1,1,,,,,1,
41679,SKILLED_TRADE,8464142831,2022-08-21 00:00:00,0.0192901329,2,1,,,,,,,,
41679,SKILLED_TRADE,8464142831,2022-08-22 00:00:00,0.0547834893,3,1,,,,,,,,
41679,SKILLED_TRADE,8464142831,2022-08-23 00:00:00,0.0223770422,1,1,1,1,,,,,1,
41679,SKILLED_TRADE,8464142831,2022-08-24 00:00:00,0.0054905502,1,1,1,1,,,,,1,
41679,SKILLED_TRADE,8464142831,2022-08-25 00:00:00,0.0092241243,3,2,1,1,,,,,1,
41679,SKILLED_TRADE,8464142831,2022-08-26 00:00:00,0.0433387425,1,1,1,1,,,,,1,
41679,SKILLED_TRADE,8464142831,2022-08-27 00:00:00,0.0186312669,1,1,,,,,,,,
41679,SKILLED_TRADE,8464142831,2022-08-28 00:00:00,0.0150319062,3,1,1,1,,,,,1,
41679,SKILLED_TRADE,8464142831,2022-08-29 00:00:00,0.0689857124,3,2,1,1,,,,,1,
41679,SKILLED_TRADE,8464142831,2022-08-30 00:00:00,0.038812089,2,2,,,,,,,,
41679,SKILLED_TRADE,8464142831,2022-08-31 00:00:00,0.0146780707,1,,,,,,,,,
41679,WAREHOUSE,7623380131,2022-08-01 00:00:00,0.0815895753,6,6,5,5,,,,,5,
41679,WAREHOUSE,7623380131,2022-08-02 00:00:00,0.0122134238,6,6,5,5,,,,,5,
41679,WAREHOUSE,7623380131,2022-08-03 00:00:00,0.020119816,10,6,5,4,,,,,4,
41679,WAREHOUSE,7623380131,2022-08-04 00:00:00,0.0127136739,3,3,2,2,,,,,2,
41679,WAREHOUSE,7623380131,2022-08-05 00:00:00,0.0148854915,4,2,2,3,,,,,3,
41679,WAREHOUSE,7623380131,2022-08-06 00:00:00,0.0068326846,4,2,1,1,,,,,1,
41679,WAREHOUSE,7623380131,2022-08-07 00:00:00,0.0770019156,1,1,1,1,,,,,1,
41679,WAREHOUSE,7623380131,2022-08-08 00:00:00,0.0209250967,9,6,3,3,,,,,3,
41679,WAREHOUSE,7623380131,2022-08-09 00:00:00,0.037006308,2,2,2,2,,,,,2,
41679,WAREHOUSE,7623380131,2022-08-10 00:00:00,0.0300760136,5,4,4,3,,,,,3,
41679,WAREHOUSE,7623380131,2022-08-11 00:00:00,0.0228650911,2,1,1,2,,,,,2,
41679,WAREHOUSE,7623380131,2022-08-12 00:00:00,0.0172647299,10,8,5,4,,,,,4,
41679,WAREHOUSE,7623380131,2022-08-13 00:00:00,0.0114325455,4,3,2,3,,,,,3,
41679,WAREHOUSE,7623380131,2022-08-14 00:00:00,0.053563367,7,5,3,2,,,,,2,
41679,WAREHOUSE,7623380131,2022-08-15 00:00:00,0.0321624227,3,4,2,3,,,,,3,
41679,WAREHOUSE,7623380131,2022-08-16 00:00:00,0.0456691761,8,8,5,5,,,,,5,
41679,WAREHOUSE,7623380131,2022-08-17 00:00:00,0.0329677034,4,2,1,,,,,,,
41679,WAREHOUSE,7623380131,2022-08-18 00:00:00,0.0242926341,7,4,2,3,,,,,3,
41679,WAREHOUSE,7623380131,2022-08-19 00:00:00,0.0982320429,7,6,5,5,,,,,4,
41679,WAREHOUSE,7623380131,2022-08-20 00:00:00,0.0255127564,3,3,3,3,,,,,3,
41679,WAREHOUSE,7623380131,2022-08-21 00:00:00,0.0227308776,4,2,2,1,,,,,1,
41679,WAREHOUSE,7623380131,2022-08-22 00:00:00,0.1061384351,7,4,4,4,,,,,4,
41679,WAREHOUSE,7623380131,2022-08-23 00:00:00,0.0369697044,4,5,5,6,,,,,6,
41679,WAREHOUSE,7623380131,2022-08-24 00:00:00,0.0367134787,7,6,6,5,,,,,5,
41679,WAREHOUSE,7623380131,2022-08-25 00:00:00,0.0144340463,2,1,1,1,,,,,1,
41679,WAREHOUSE,7623380131,2022-08-26 00:00:00,0.0506228724,10,7,7,8,,,,,8,
41679,WAREHOUSE,7623380131,2022-08-27 00:00:00,0.0164716505,3,1,1,1,,,,,1,
41679,WAREHOUSE,7623380131,2022-08-28 00:00:00,0.0161300162,2,2,2,2,,,,,2,
41679,WAREHOUSE,7623380131,2022-08-29 00:00:00,0.039251333,12,9,9,6,,,,,6,
41679,WAREHOUSE,7623380131,2022-08-30 00:00:00,0.0143242353,5,5,5,8,,,,,8,
41679,WAREHOUSE,7623380131,2022-08-31 00:00:00,0.0568698984,3,3,3,3,,,,,3,
41679,WAREHOUSE,596778112,2022-08-04 00:00:00,0.0033309338,1,,,,,,,,,
41679,WAREHOUSE,596778112,2022-08-05 00:00:00,0.0434119499,1,,,,,,,,,
41679,WAREHOUSE,596778112,2022-08-06 00:00:00,0.0200710111,1,2,2,2,,,,,2,
41679,WAREHOUSE,596778112,2022-08-07 00:00:00,0.0110299052,2,,,,,,,,,
41679,WAREHOUSE,596778112,2022-08-08 00:00:00,0.0545028612,3,2,1,1,,,,,1,
41679,WAREHOUSE,596778112,2022-08-09 00:00:00,0.0248538904,2,1,1,1,,,,,1,
41679,WAREHOUSE,596778112,2022-08-10 00:00:00,0.0206322674,3,2,2,2,,,,,2,
41679,WAREHOUSE,596778112,2022-08-11 00:00:00,0.0082968313,1,1,,,,,,,,
41679,WAREHOUSE,596778112,2022-08-12 00:00:00,0.0222062251,1,1,,,,,,,,
41679,WAREHOUSE,596778112,2022-08-13 00:00:00,0.0271965251,2,1,1,1,,,,,1,
41679,WAREHOUSE,117443917,2022-08-01 00:00:00,0.0432167303,2,2,1,1,,,,,1,
41679,WAREHOUSE,117443917,2022-08-02 00:00:00,0.0169474981,5,3,1,1,,,,,1,
41679,WAREHOUSE,117443917,2022-08-04 00:00:00,0.0117497773,1,1,1,1,,,,,1,
41679,WAREHOUSE,117443917,2022-08-06 00:00:00,0.0213643407,1,,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-07 00:00:00,0.0544174526,1,1,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-08 00:00:00,0.0300882148,2,1,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-10 00:00:00,0.0173989434,2,,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-12 00:00:00,0.0103832404,2,2,2,2,,,,,2,
41679,WAREHOUSE,117443917,2022-08-13 00:00:00,0.0264278481,1,,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-14 00:00:00,0.0244146463,1,,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-15 00:00:00,0.0210959138,2,1,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-16 00:00:00,0.0209739016,2,,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-17 00:00:00,0.0113105333,1,,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-18 00:00:00,0.0126404666,2,1,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-19 00:00:00,0.009431545,2,2,1,1,,,,,1,
41679,WAREHOUSE,117443917,2022-08-20 00:00:00,0.0075891604,1,,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-21 00:00:00,0.0647274857,2,1,1,1,,,,,1,
41679,WAREHOUSE,117443917,2022-08-24 00:00:00,0.0192779316,3,,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-25 00:00:00,0.0094803499,1,,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-26 00:00:00,0.0111153138,1,,,,,,,,,
41679,WAREHOUSE,117443917,2022-08-30 00:00:00,0.0386168694,1,1,1,1,,,,,1,
41679,WAREHOUSE,117443917,2022-08-31 00:00:00,0.0030503056,1,1,,,,,,,,
41679,WAREHOUSE,6058174549,2022-08-01 00:00:00,0.1077856001,17,8,6,6,,,,,6,
41679,WAREHOUSE,6058174549,2022-08-02 00:00:00,0.1530155322,15,10,9,9,,,,,9,
41679,WAREHOUSE,6058174549,2022-08-03 00:00:00,0.1050159226,12,7,7,7,,,,,7,
